customer_id,customer_name,age,income,employment_type,credit_score,state
10464,James Thomas,53,71238.76,Salaried,732,Michigan
10465,Anthony Jones,28,71327.81,Self-Employed,708,Texas
10466,Elizabeth Williams,64,114743.03,Business Owner,694,New York
10467,Daniel Moore,31,109742.42,Salaried,648,North Carolina
10468,Richard Harris,30,160307.48,Retired,639,Washington
10469,Emily Anderson,25,73205.47,Salaried,772,Ohio
10470,William Wilson,64,46938.58,Business Owner,728,New Jersey
10471,Megan Moore,32,91050.91,Salaried,829,Washington
10472,Anthony Harris,63,38362.6,Retired,647,Ohio
10473,Amanda Brown,49,54297.28,Self-Employed,719,Washington
10474,Sarah Martinez,45,138441.68,Contractor,762,Illinois
10475,Megan Davis,64,182737.48,Salaried,706,Arizona
10476,Amanda Garcia,25,105866.04,Self-Employed,634,New York
10477,William Garcia,61,91440.07,Salaried,594,New York
10478,Samantha Martinez,59,72288.62,Self-Employed,736,Michigan
10479,Megan Miller,65,89042.25,Salaried,670,Washington
10480,Steven Garcia,49,86059.27,Salaried,646,Arizona
10481,Robert Jones,67,98022.92,Salaried,723,Pennsylvania
10482,Richard Wilson,37,57687.25,Salaried,647,Arizona
10483,Michael Brown,23,92836.16,Business Owner,774,Illinois
10484,Rachel Taylor,24,43214.53,Business Owner,642,Florida
10485,Jennifer Johnson,59,39303.94,Salaried,698,New York
10486,John Clark,40,144442.27,Contractor,730,Illinois
10487,Lauren Anderson,25,350000,Retired,760,New York
10488,Joseph Taylor,26,92513.74,Self-Employed,824,California
10489,Emily Garcia,58,86499.36,Retired,619,Virginia
10490,James Williams,43,162008.77,Salaried,584,Washington
10491,James Jackson,34,44635.26,Retired,732,New York
10492,Andrew Thomas,25,39823.88,Salaried,687,Pennsylvania
10493,Richard Thompson,65,119606.04,Salaried,656,Georgia
10494,Samantha Harris,52,167176.95,Salaried,633,Massachusetts
10495,Rachel Garcia,58,112297.13,Business Owner,768,Washington
10496,Robert Thompson,51,77083.27,Self-Employed,778,Illinois
10497,Kenneth Jackson,55,198602.07,Retired,782,Washington
10498,Richard Davis,33,66252.04,Self-Employed,718,Virginia
10499,Daniel Williams,39,79569.01,Business Owner,835,Arizona
10500,Daniel Brown,51,68260.12,Contractor,677,Massachusetts
10501,Mark Martinez,49,47797.05,Business Owner,807,Michigan
10502,Ashley Miller,30,76248.94,Salaried,600,Arizona
10503,Joshua Martinez,29,79822.31,Self-Employed,669,California
10504,Lauren Davis,28,80200.55,Retired,670,Virginia
10505,Charles Johnson,61,111349.96,Salaried,537,California
10506,Ashley Miller,39,63864.11,Salaried,833,Illinois
10507,Daniel Wilson,59,155835.97,Salaried,727,California
10508,Robert Williams,31,73040.72,Salaried,714,New York
10509,Joshua Moore,33,51046.49,Salaried,716,North Carolina
10510,Charles Thompson,43,49526.28,Salaried,726,Pennsylvania
10511,Richard Moore,64,69349.45,Self-Employed,818,Florida
10512,Charles Taylor,48,76704.82,Business Owner,810,Florida
10513,Michael Clark,42,102926.26,Salaried,679,California
10514,Thomas Jones,43,90001.98,Business Owner,706,Massachusetts
10515,Sarah Thomas,29,143776.86,Business Owner,699,California
10516,Ashley Clark,47,67606.61,Salaried,738,New Jersey
10517,Sarah Taylor,56,116704.86,Business Owner,695,North Carolina
10518,Charles Jackson,61,88736.84,Salaried,723,Arizona
10519,Samantha Thomas,62,115227.67,Salaried,765,Georgia
10520,Andrew Williams,67,60077.54,Business Owner,771,California
10521,Mark Martin,25,129038.16,Salaried,728,Ohio
10522,Jennifer Robinson,26,52318.36,Salaried,684,Michigan
10523,Emily Robinson,25,244021.17,Salaried,695,Georgia
10524,John Jackson,50,40392.14,Retired,704,Illinois
10525,Joseph Wilson,24,67903.15,Self-Employed,745,Texas
10526,Lauren Harris,23,81639.94,Business Owner,710,Florida
10527,Mark Robinson,57,175198.07,Business Owner,792,New Jersey
10528,Matthew Clark,46,194763.57,Business Owner,690,Illinois
10529,Thomas Miller,55,52749.36,Business Owner,636,Michigan
10530,Emily Robinson,41,151236.46,Self-Employed,756,New York
10531,Robert Martin,60,42816.14,Salaried,580,Georgia
10532,Anthony Martinez,23,203086.17,Contractor,759,Washington
10533,Amanda Brown,46,67443.04,Salaried,692,New York
10534,Sarah Clark,65,111457.93,Business Owner,662,Illinois
10535,William Thompson,33,95095.28,Salaried,655,New Jersey
10536,Michael Brown,40,56518.34,Salaried,586,Illinois
10537,Joseph Thomas,24,87851.44,Salaried,562,New Jersey
10538,Amanda Williams,45,103970.43,Business Owner,670,California
10539,John Martin,60,48646.93,Self-Employed,739,Michigan
10540,Charles Jackson,57,102885.08,Contractor,638,New Jersey
10541,Anthony Jackson,42,79464.47,Salaried,766,Texas
10542,Charles Garcia,49,58827.52,Self-Employed,627,Washington
10543,Michael Thompson,47,140775.26,Salaried,731,Massachusetts
10544,Anthony Johnson,61,60718.15,Salaried,683,Illinois
10545,Samantha Thompson,26,38777.38,Self-Employed,645,Massachusetts
10546,William Thomas,25,119464.06,Retired,609,Arizona
10547,William Brown,64,53415.49,Salaried,776,Illinois
10548,Thomas Davis,24,89301.28,Salaried,686,Washington
10549,Rachel Thomas,26,53687.87,Salaried,561,Pennsylvania
10550,Anthony Martinez,31,158667.07,Salaried,661,Massachusetts
10551,John Martinez,36,92614.37,Salaried,609,California
10552,John Williams,51,119536.87,Salaried,668,Pennsylvania
10553,James Moore,39,63911.18,Retired,793,North Carolina
10554,Rachel Garcia,50,53625.03,Salaried,757,Texas
10555,Robert White,30,81683,Salaried,731,Georgia
10556,Lauren Martinez,31,114154.06,Self-Employed,674,North Carolina
10557,Thomas Jackson,53,115016.68,Contractor,759,North Carolina
10558,Daniel Jones,25,178996.74,Salaried,749,Massachusetts
10559,Megan Thomas,67,98465.65,Contractor,766,New Jersey
10560,Steven Thomas,47,182379.2,Self-Employed,612,Ohio
10561,Richard Martinez,52,50190.06,Salaried,726,Ohio
10562,Joshua Wilson,63,72038.38,Contractor,782,Washington
10563,Joshua Jones,41,53221.77,Salaried,607,Pennsylvania
10564,Steven Martin,31,92027.91,Salaried,705,Arizona
10565,Jennifer Moore,51,54347.68,Salaried,663,Washington
10566,Jessica Taylor,42,108718.9,Salaried,657,Georgia
10567,Robert Clark,36,85274.72,Salaried,667,New Jersey
10568,Megan Harris,60,96110.19,Salaried,650,Massachusetts
10569,John Harris,47,98502.17,Salaried,647,North Carolina
10570,Joseph Robinson,59,73780.1,Salaried,699,Virginia
10571,Robert Martin,31,142012.38,Self-Employed,735,Florida
10572,Matthew Clark,50,233562.36,Self-Employed,665,Massachusetts
10573,Amanda White,40,110190.56,Contractor,702,Illinois
10574,Paul Jackson,56,93337.42,Salaried,560,California
10575,Kenneth Miller,33,111660.14,Salaried,775,Michigan
10576,Andrew Jones,42,64618.81,Salaried,694,Massachusetts
10577,Thomas Thomas,31,57590.46,Retired,652,New Jersey
10578,Emily Johnson,56,62859.01,Salaried,500,Ohio
10579,Rachel Brown,26,107670.12,Self-Employed,739,Michigan
10580,Andrew Martin,28,100084.17,Salaried,621,Ohio
10581,Thomas Harris,48,182277.78,Retired,773,Ohio
10582,Paul Anderson,28,44004.68,Self-Employed,626,Arizona
10583,Megan Brown,67,111711.99,Self-Employed,555,Ohio
10584,Michael White,48,168225.19,Salaried,759,Virginia
10585,David Moore,27,48510.61,Contractor,706,Virginia
10586,John Jackson,59,130417.09,Retired,523,Washington
10587,Megan Williams,31,113000.22,Business Owner,824,Illinois
10588,Joshua Martinez,63,86754.86,Self-Employed,627,Texas
10589,Richard Miller,56,41370.59,Retired,500,Washington
10590,Mark Wilson,43,60993.95,Retired,848,Arizona
10591,Robert Moore,62,127131.97,Salaried,623,Arizona
10592,Samantha Jackson,47,138361.44,Contractor,594,North Carolina
10593,Charles Clark,29,80472.87,Business Owner,691,Georgia
10594,Robert Jones,67,77039.53,Business Owner,709,Georgia
10595,Rachel Brown,43,159510.84,Self-Employed,642,Florida
10596,Jennifer Williams,63,93977.14,Retired,746,Texas
10597,Richard Thompson,57,113565.73,Self-Employed,705,Arizona
10598,Emily Wilson,45,122781,Self-Employed,838,Ohio
10599,Thomas Robinson,25,36057.1,Contractor,710,Massachusetts
10600,Mark Johnson,37,350000,Salaried,646,New Jersey
10601,Amanda Thomas,32,115060.22,Salaried,755,Florida
10602,David Thompson,34,217552.97,Business Owner,709,Washington
10603,Paul Thomas,58,61654.15,Salaried,699,Georgia
10604,Elizabeth Moore,38,40239.52,Salaried,679,New Jersey
10605,John Garcia,53,114263.47,Self-Employed,801,Arizona
10606,Richard Thomas,25,40089.05,Business Owner,761,Georgia
10607,Anthony Robinson,67,63299.3,Business Owner,701,Michigan
10608,James Jones,29,83774.29,Business Owner,702,Arizona
10609,Matthew Jackson,41,46724.19,Retired,626,Pennsylvania
10610,Richard White,45,89897.2,Self-Employed,603,Ohio
10611,David Robinson,24,85455.28,Self-Employed,635,California
10612,Lauren Johnson,42,76842.62,Salaried,685,California
10613,Kenneth Garcia,40,66930.96,Contractor,651,Washington
10614,Daniel Harris,36,162821.31,Salaried,691,North Carolina
10615,Jennifer Martinez,37,88002.09,Business Owner,809,New Jersey
10616,Joshua White,44,96264.78,Salaried,507,Georgia
10617,William Taylor,23,105563.77,Self-Employed,629,Georgia
10618,Jessica Thompson,37,61234.24,Contractor,662,Texas
10619,Daniel Miller,30,76360.7,Retired,659,New York
10620,Jessica Johnson,66,258508.17,Salaried,710,Washington
10621,Richard Martin,25,63809.92,Business Owner,716,Georgia
10622,Sarah Garcia,27,185482.8,Salaried,711,North Carolina
10623,Amanda Garcia,66,37128.07,Contractor,683,New York
10624,Charles Moore,35,95457.65,Retired,837,Washington
10625,Kenneth Martin,40,67136.48,Contractor,613,Pennsylvania
10626,Matthew Martin,60,98201.08,Business Owner,604,New York
10627,David Miller,58,117438.73,Self-Employed,754,Michigan
10628,Sarah Thompson,41,112509.1,Salaried,693,Arizona
10629,Robert Clark,31,59627.08,Salaried,636,Georgia
10630,Amanda Wilson,34,52024.97,Salaried,709,Michigan
10631,Emily Miller,28,112012.99,Salaried,696,Illinois
10632,Michael Jackson,60,155072.04,Salaried,620,Washington
10633,Megan Martinez,62,115533.56,Business Owner,676,Pennsylvania
10634,Robert White,63,169477.67,Business Owner,737,New Jersey
10635,Robert Clark,48,62244.34,Contractor,661,Texas
10636,Anthony Robinson,28,55546.7,Business Owner,831,Massachusetts
10637,Paul Martin,38,71150.81,Business Owner,604,Washington
10638,James Martin,64,137317.57,Self-Employed,626,Georgia
10639,Joshua Brown,65,73242.92,Salaried,773,Illinois
10640,Mark Davis,40,51114.41,Business Owner,737,Virginia
10641,James Garcia,25,127079.67,Retired,655,New York
10642,Sarah Moore,59,65261.55,Contractor,768,Texas
10643,Charles Jones,41,61084.88,Salaried,632,North Carolina
10644,Ashley Johnson,60,46059.58,Self-Employed,755,Ohio
10645,Paul Jones,42,109194.27,Salaried,666,Massachusetts
10646,Robert Jackson,36,90218.99,Salaried,622,Ohio
10647,Thomas Robinson,66,134536.53,Self-Employed,563,Washington
10648,Jessica Wilson,45,71749.27,Retired,719,Pennsylvania
10649,Rachel Thompson,33,94534.22,Retired,624,Arizona
10650,Steven Williams,38,151252.45,Salaried,850,New Jersey
10651,Robert Garcia,41,55046.98,Contractor,755,Pennsylvania
10652,Steven Robinson,45,211731.32,Retired,671,New York
10653,Steven Thomas,58,94016.29,Contractor,644,Pennsylvania
10654,Jennifer Taylor,34,79531.26,Salaried,830,Pennsylvania
10655,Paul Robinson,36,111698.36,Self-Employed,791,Pennsylvania
10656,Joseph Jones,36,98258.56,Self-Employed,737,Pennsylvania
10657,Samantha Robinson,52,74186.08,Self-Employed,625,Washington
10658,Rachel Robinson,25,93080.55,Salaried,734,Georgia
10659,James Clark,34,125134.93,Salaried,574,Ohio
10660,William Martinez,28,192198.33,Contractor,662,Pennsylvania
10661,Sarah Thomas,46,152811.55,Salaried,798,New York
10662,Mark Harris,59,166074.26,Salaried,635,New York
10663,Emily Thomas,38,128100.14,Salaried,600,Georgia
10664,Robert Davis,43,91454.23,Business Owner,623,New Jersey
10665,David Clark,44,54618.01,Retired,572,Ohio
10666,Elizabeth Anderson,35,78722.03,Salaried,678,Massachusetts
10667,Kenneth Miller,36,64265.25,Salaried,648,Virginia
10668,Paul Robinson,26,122106.99,Salaried,743,Texas
10669,Joshua Clark,58,30000,Salaried,778,New York
10670,Charles Miller,47,73218.44,Salaried,598,New York
10671,Elizabeth Clark,32,112091.91,Contractor,737,Illinois
10672,Emily Garcia,53,103757.3,Salaried,850,Arizona
10673,Anthony Thompson,44,104242.61,Business Owner,670,Georgia
10674,David Jackson,35,103365.62,Contractor,739,New Jersey
10675,Ashley Wilson,67,45668.5,Salaried,742,Ohio
10676,Thomas Anderson,39,166679.03,Salaried,664,Florida
10677,Mark Wilson,41,131548.17,Retired,591,Michigan
10678,Emily Wilson,49,158150.53,Contractor,678,Ohio
10679,Jessica Johnson,33,98360.63,Salaried,556,Arizona
10680,Rachel Johnson,51,73801.16,Salaried,721,Texas
10681,Daniel Miller,62,132307.57,Contractor,644,Massachusetts
10682,Amanda Taylor,29,65606.99,Salaried,727,Michigan
10683,Ashley Thompson,59,52442.86,Self-Employed,662,Illinois
10684,Emily Jackson,43,35501.09,Self-Employed,685,Massachusetts
10685,Paul Thomas,65,57941.53,Salaried,694,Illinois
10686,Amanda Thompson,46,78850.81,Contractor,628,Illinois
10687,Mark Garcia,48,41948.87,Self-Employed,659,California
10688,James Moore,41,38084.22,Contractor,583,Virginia
10689,Sarah White,56,64357.84,Business Owner,717,Arizona
10690,Anthony Robinson,55,138136.07,Salaried,770,Massachusetts
10691,John Johnson,31,73643.56,Salaried,789,North Carolina
10692,Steven White,50,96925.53,Self-Employed,607,Michigan
10693,Anthony Thompson,50,50884.9,Salaried,686,Georgia
10694,Emily Moore,47,91207.76,Salaried,756,Virginia
10695,Thomas Martin,44,110074.23,Salaried,685,Washington
10696,Steven Garcia,48,45602.44,Business Owner,758,Florida
10697,Richard Thompson,24,66801.3,Contractor,748,Massachusetts
10698,Jessica Thomas,63,71266.14,Retired,710,Ohio
10699,Lauren Martin,36,101446.82,Self-Employed,676,Pennsylvania
10700,Samantha Martin,34,63669.65,Salaried,758,Florida
10701,Thomas Wilson,32,37638.99,Contractor,664,New York
10702,Megan Anderson,60,65427.02,Salaried,645,Virginia
10703,Samantha Robinson,45,168225.23,Salaried,701,Washington
10704,Elizabeth Taylor,43,159858.93,Salaried,701,Florida
10705,Sarah Miller,45,64882.6,Self-Employed,640,Pennsylvania
10706,David Miller,37,56733.72,Salaried,774,Washington
10707,Megan Wilson,40,53243.03,Salaried,551,New York
10708,Jessica Jackson,56,70047.11,Business Owner,759,California
10709,Rachel Thomas,64,92371.13,Self-Employed,762,California
10710,Mark Wilson,61,123422.55,Salaried,751,Michigan
10711,Sarah Johnson,26,190808.07,Salaried,770,Michigan
10712,Lauren Clark,49,77541.52,Salaried,699,Virginia
10713,Michael Anderson,38,197168.37,Retired,645,Arizona
10714,Megan Robinson,64,142545.95,Salaried,850,New Jersey
10715,Mark Anderson,45,75409.1,Contractor,827,California
10716,Michael Thomas,34,43393.37,Self-Employed,699,Michigan
10717,Lauren Thompson,54,81930.19,Self-Employed,689,Massachusetts
10718,James Harris,25,182071.57,Salaried,693,Pennsylvania
10719,Jennifer Martin,54,78932.09,Salaried,705,Florida
10720,Mark Johnson,49,198429.71,Self-Employed,850,Pennsylvania
10721,Jessica Martinez,65,50971.72,Salaried,751,Michigan
10722,Andrew White,43,206441.55,Retired,640,Georgia
10723,Michael Robinson,64,68245.41,Business Owner,668,North Carolina
10724,Daniel Clark,26,55378.89,Salaried,696,Michigan
10725,William Thompson,44,67298.43,Salaried,617,Massachusetts
10726,Ashley Garcia,60,64667.76,Business Owner,663,Virginia
10727,Thomas Clark,60,40537,Business Owner,718,California
10728,Anthony Martin,62,56150.54,Self-Employed,655,Michigan
10729,Robert White,33,30000,Retired,566,Georgia
10730,Joseph Thomas,45,154002.15,Salaried,805,Florida
10731,Ashley Thomas,25,114662.79,Contractor,665,Ohio
10732,Robert White,37,65225.44,Self-Employed,758,North Carolina
10733,Daniel White,53,59194.91,Contractor,629,California
10734,Sarah Anderson,26,167010.04,Salaried,756,Illinois
10735,Thomas Williams,54,52375.53,Salaried,689,Michigan
10736,Sarah Moore,61,133426,Contractor,668,Texas
10737,Robert Miller,59,161952.78,Business Owner,730,Texas
10738,Lauren Harris,65,121958.22,Salaried,634,Texas
10739,Matthew Clark,53,86473.44,Salaried,773,Florida
10740,Sarah Miller,53,119199.57,Business Owner,815,North Carolina
10741,William Garcia,26,80694.7,Business Owner,660,Michigan
10742,Charles Wilson,40,146809.79,Business Owner,643,Massachusetts
10743,Joseph Martin,61,63084.22,Retired,758,Pennsylvania
10744,William Johnson,31,211004.22,Contractor,808,Florida
10745,Joshua White,34,127538.05,Self-Employed,656,Arizona
10746,Emily Thomas,40,80605.76,Contractor,752,Massachusetts
10747,Joseph Garcia,58,151910.84,Business Owner,778,Arizona
10748,Rachel Williams,29,143899.42,Self-Employed,629,Ohio
10749,Charles Thomas,58,74173.91,Salaried,602,Washington
10750,Anthony Martinez,65,51284.35,Self-Employed,742,Ohio
10751,Lauren Harris,32,47107.5,Self-Employed,806,Georgia
10752,Matthew Brown,26,61919.76,Salaried,621,Ohio
10753,Ashley Martinez,30,77052.14,Business Owner,771,Pennsylvania
10754,Lauren Jones,24,80249.85,Business Owner,691,North Carolina
10755,Kenneth Johnson,54,262822.11,Contractor,744,New York
10756,Lauren Johnson,24,86254.04,Self-Employed,795,Illinois
10757,Amanda Thompson,43,92949.17,Retired,669,Arizona
10758,Mark Garcia,48,66089.73,Salaried,560,Michigan
10759,John Martinez,67,173503.97,Retired,646,Pennsylvania
10760,Daniel Thompson,44,44539.54,Salaried,655,Georgia
10761,Michael Martinez,32,98728.44,Salaried,754,Michigan
10762,William Robinson,39,84048.95,Salaried,646,Massachusetts
10763,Thomas Thomas,56,82931.14,Salaried,623,Georgia
10764,Sarah White,37,89484.88,Salaried,665,Arizona
10765,Andrew Clark,65,66964.52,Self-Employed,782,Arizona
10766,Kenneth Thomas,32,52593.44,Salaried,626,Pennsylvania
10767,Robert Jones,39,144035.3,Self-Employed,735,North Carolina
10768,Mark Robinson,45,167902.24,Business Owner,598,Massachusetts
10769,Paul Johnson,28,120685.77,Salaried,850,New Jersey
10770,Richard Jackson,25,160089.58,Contractor,543,New Jersey
10771,William Robinson,32,95443.41,Salaried,733,Illinois
10772,Richard Martin,64,30000,Self-Employed,727,Virginia
10773,Ashley White,33,54050.4,Retired,629,Washington
10774,Joshua Taylor,63,110847.94,Salaried,655,Georgia
10775,David Miller,26,30000,Contractor,698,Georgia
10776,Mark Jackson,39,93732.25,Retired,689,New Jersey
10777,Elizabeth Martin,33,102942.37,Business Owner,655,Illinois
10778,Rachel Jackson,56,101108.62,Retired,682,Illinois
10779,Mark Thompson,33,52608.63,Retired,533,Massachusetts
10780,Steven Clark,36,73975.44,Salaried,767,Ohio
10781,Andrew White,37,74647.18,Contractor,716,California
10782,Lauren Martin,30,97986.41,Salaried,799,Ohio
10783,Matthew Garcia,41,77190.17,Salaried,644,Washington
10784,Samantha Jackson,27,38243.42,Salaried,654,Michigan
10785,Elizabeth Miller,48,269974.53,Business Owner,687,Pennsylvania
10786,Steven Thompson,46,102256.08,Salaried,682,Florida
10787,David Garcia,43,78429.87,Salaried,767,Washington
10788,Samantha Clark,26,67974.65,Salaried,742,Ohio
10789,William Anderson,54,125534.63,Self-Employed,673,Georgia
10790,Daniel Thomas,60,96815.76,Self-Employed,689,Michigan
10791,Paul Johnson,41,107533.96,Business Owner,712,New York
10792,Emily Taylor,58,42925.2,Business Owner,794,Arizona
10793,Daniel Taylor,39,32585.92,Salaried,695,Florida
10794,Andrew Jones,65,165195.71,Self-Employed,686,California
10795,Ashley Clark,54,97038.34,Business Owner,688,Florida
10796,Daniel Martin,65,100135.29,Business Owner,691,Virginia
10797,John Wilson,49,152547.62,Business Owner,825,Massachusetts
10798,Andrew Thompson,41,72728.8,Retired,755,Florida
10799,Charles Jones,67,111196.07,Self-Employed,657,Virginia
10800,Elizabeth Miller,59,37056.51,Contractor,546,Pennsylvania
10801,Richard Thompson,34,83621.16,Salaried,850,New York
10802,Robert Harris,51,84192.06,Self-Employed,639,Pennsylvania
10803,Steven Thompson,58,140167.39,Salaried,698,Texas
10804,Elizabeth Wilson,32,70515.86,Salaried,689,North Carolina
10805,Joseph Brown,25,234997.78,Salaried,749,Virginia
10806,Jessica Moore,46,30000,Self-Employed,726,Pennsylvania
10807,Jennifer Martin,56,145991.22,Salaried,672,Virginia
10808,Rachel Garcia,34,37647.34,Salaried,802,New York
10809,Samantha Robinson,51,140354.23,Self-Employed,635,North Carolina
10810,Samantha Clark,29,128075.65,Self-Employed,813,Texas
10811,Matthew Davis,41,63916.53,Retired,760,Ohio
10812,Joshua Garcia,57,72861.55,Retired,810,Massachusetts
10813,David Clark,26,77334.37,Self-Employed,809,New Jersey
10814,Charles Miller,51,127663.24,Self-Employed,726,Texas
10815,Matthew Anderson,41,68309.7,Contractor,813,Florida
10816,Matthew Williams,38,103145.55,Business Owner,659,New York
10817,Jennifer Thompson,34,91510.09,Salaried,803,Massachusetts
10818,Kenneth Garcia,50,120182.87,Self-Employed,676,Ohio
10819,William Miller,55,96420.71,Business Owner,758,Texas
10820,Megan Robinson,32,109222.47,Self-Employed,771,Florida
10821,Thomas Jones,55,125497.43,Self-Employed,742,Pennsylvania
10822,Michael Martin,46,123749.49,Retired,850,North Carolina
10823,Emily Brown,58,121869.41,Salaried,750,California
10824,Kenneth Thompson,38,81275.14,Salaried,540,Virginia
10825,Thomas Johnson,62,84486.26,Salaried,576,Ohio
10826,Richard Jackson,27,61931.97,Salaried,646,Illinois
10827,Paul Davis,33,118779.38,Salaried,599,California
10828,Andrew Harris,61,56354.51,Business Owner,574,Texas
10829,Lauren Martinez,66,79114.46,Business Owner,695,Michigan
10830,Sarah Davis,65,84397,Salaried,712,North Carolina
10831,Matthew Clark,61,115871.69,Business Owner,711,Georgia
10832,Charles Taylor,39,111537.31,Retired,787,Washington
10833,Rachel Wilson,54,123501.68,Retired,702,Massachusetts
10834,Amanda Jones,35,97517.41,Self-Employed,673,Pennsylvania
10835,Matthew Johnson,63,46259.79,Salaried,623,Massachusetts
10836,Elizabeth Johnson,26,70158.45,Self-Employed,692,Florida
10837,Jennifer Martinez,30,95848.87,Self-Employed,682,Washington
10838,William Anderson,45,104992.99,Salaried,692,Pennsylvania
10839,Lauren White,62,61739.3,Business Owner,661,Florida
10840,Joshua White,56,66128.15,Business Owner,622,Virginia
10841,Ashley Jackson,26,83977.53,Self-Employed,747,Texas
10842,Ashley Taylor,34,50694.94,Self-Employed,675,California
10843,James Johnson,45,81261.97,Contractor,656,Michigan
10844,Ashley Brown,66,149826.7,Salaried,656,Pennsylvania
10845,Michael Harris,23,49263.28,Salaried,553,Arizona
10846,William Martinez,51,46377.61,Salaried,634,Pennsylvania
10847,Charles Taylor,41,143224.48,Business Owner,744,Ohio
10848,Mark Wilson,64,81971.22,Retired,710,Pennsylvania
10849,Kenneth Garcia,29,186707.89,Business Owner,757,California
10850,Joseph Anderson,64,46772.81,Salaried,811,California
10851,Jessica Jackson,56,141186.81,Salaried,554,Pennsylvania
10852,Mark Clark,52,100511.8,Salaried,658,Pennsylvania
10853,Daniel Moore,41,50265.78,Salaried,687,Georgia
10854,Elizabeth Davis,33,104693.41,Retired,731,Washington
10855,Rachel Wilson,43,247433.2,Retired,708,New Jersey
10856,Ashley Jackson,51,132876.05,Business Owner,740,Massachusetts
10857,Amanda Martinez,54,98108.86,Contractor,662,Ohio
10858,William Martin,38,74970.01,Retired,651,Ohio
10859,Anthony Davis,32,47703.41,Business Owner,799,Illinois
10860,Ashley Wilson,45,47260.74,Self-Employed,805,Massachusetts
10861,William White,57,73852.33,Contractor,795,Illinois
10862,Lauren White,40,135183.83,Self-Employed,849,North Carolina
10863,Charles Williams,23,81928.14,Salaried,663,Virginia
10864,Joseph Jackson,23,193672.55,Self-Employed,781,New Jersey
10865,Thomas Martin,30,56705.2,Business Owner,691,New York
10866,Matthew Williams,40,53274.96,Self-Employed,688,Illinois
10867,Emily Thompson,48,91615.31,Business Owner,850,North Carolina
10868,Megan Williams,26,85618.08,Contractor,571,Georgia
10869,Jennifer Johnson,36,183722.95,Salaried,713,Florida
10870,Samantha Jackson,64,121150.51,Salaried,727,Arizona
10871,William Thompson,41,90989.29,Self-Employed,778,Michigan
10872,Jennifer White,35,61930.11,Salaried,775,New York
10873,Mark White,36,123594.46,Salaried,622,New York
10874,Ashley Johnson,24,281165.05,Salaried,740,Michigan
10875,James Jackson,38,93732.35,Contractor,712,Florida
10876,Elizabeth Thomas,41,49115.91,Retired,848,New York
10877,James Anderson,24,42316.57,Salaried,765,Pennsylvania
10878,Kenneth Thompson,55,75547.2,Self-Employed,750,Massachusetts
10879,Andrew Jones,23,98798.06,Salaried,686,California
10880,Joseph Taylor,65,63822.14,Salaried,750,Pennsylvania
10881,William Taylor,40,72056.88,Self-Employed,646,Massachusetts
10882,William Harris,41,71166.78,Salaried,714,Washington
10883,Jessica Martinez,33,165019.16,Contractor,817,California
10884,Richard Thompson,39,48861.03,Salaried,620,Virginia
10885,Jennifer Jones,32,70968.32,Self-Employed,614,New York
10886,Megan Jones,26,149174.49,Salaried,645,California
10887,Thomas Moore,26,183589.88,Self-Employed,711,Georgia
10888,Jennifer Wilson,67,67723.9,Business Owner,654,New York
10889,Jennifer Martin,27,82391.84,Salaried,742,California
10890,Joshua Thomas,24,218042.87,Salaried,740,Massachusetts
10891,Steven Taylor,54,166082.09,Salaried,699,Florida
10892,Charles White,24,61513.73,Salaried,692,Florida
10893,John Wilson,57,57057.05,Contractor,643,New York
10894,Mark Martinez,23,96064.2,Salaried,726,Georgia
10895,Megan Martin,57,58745.66,Self-Employed,648,California
10896,David Thompson,53,74276.32,Retired,707,Michigan
10897,Amanda Clark,62,107108.27,Self-Employed,696,Ohio
10898,Kenneth Harris,35,41425.22,Business Owner,624,Massachusetts
10899,Charles Harris,59,102413.06,Salaried,636,Massachusetts
10900,Paul Thompson,61,113413.3,Salaried,850,California
10901,John White,58,81413.85,Salaried,803,Massachusetts
10902,Joshua Clark,56,134728.95,Business Owner,749,Washington
10903,Rachel Moore,58,67061.98,Retired,669,Pennsylvania
10904,Paul Wilson,58,78946.95,Salaried,740,Massachusetts
10905,John Johnson,38,38545.43,Business Owner,766,Arizona
10906,Robert Robinson,30,30000,Self-Employed,719,Georgia
10907,Anthony Johnson,37,53367.5,Salaried,636,North Carolina
10908,Thomas Robinson,53,86191.63,Retired,688,North Carolina
10909,Ashley Wilson,39,89024.15,Retired,740,Michigan
10910,Daniel Clark,66,77097.98,Salaried,651,Georgia
10911,Anthony Williams,58,77223.39,Salaried,780,California
10912,Sarah Jones,60,83856.71,Self-Employed,566,Ohio
10913,Emily Thompson,41,90244.42,Contractor,594,Illinois
10914,Joshua Wilson,32,61426.19,Self-Employed,755,New Jersey
10915,Kenneth Moore,66,41459.45,Salaried,650,California
10916,Kenneth Jones,25,118577.66,Salaried,670,Texas
10917,Ashley Brown,59,46734.47,Retired,558,New York
10918,Thomas Martinez,45,178161.27,Retired,730,Florida
10919,Paul Jackson,52,53027.92,Business Owner,746,California
10920,Sarah Thompson,32,74033.26,Self-Employed,850,North Carolina
10921,Robert Wilson,23,136306,Salaried,571,Florida
10922,Ashley Taylor,23,70068.04,Salaried,658,Massachusetts
10923,Mark Robinson,43,49652.71,Salaried,849,Washington
10924,Lauren Robinson,30,79754.24,Self-Employed,710,Arizona
10925,John Jackson,52,134268.42,Salaried,711,Texas
